array_element_name	array_element_type	organism	is_control	locus	description	chromosome	start	stop
259934_at	oligonucleotide	Arabidopsis thaliana	no	AT1G71340	PLC-like phosphodiesterases superfamily protein	1	26885616,26885724,26885804,26885931,26886005,26886094	26886341,26886433,26886535,26886615,26886706,26886707
259935_at	oligonucleotide	Arabidopsis thaliana	no	AT1G71250	GDSL-like Lipase/Acylhydrolase superfamily protein	1	26860853,26860939,26861018	26861273,26861359,26861580
259937_s_at	oligonucleotide	Arabidopsis thaliana	no	AT3G13080;AT1G71330	[AT3G13080, multidrug resistance-associated protein 3];[AT1G71330, non-intrinsic ABC protein 5]	[AT3G13080, 3];[AT1G71330, 1]	[AT3G13080, 4197966];[AT1G71330, 26884083]	[AT3G13080, 4198247];[AT1G71330, 26884364]
259938_at	oligonucleotide	Arabidopsis thaliana	no	AT1G71310	cobalt ion binding	1	26878727,26878860,26879290,26879384	26879469,26879506,26879591,26879798
259939_s_at	oligonucleotide	Arabidopsis thaliana	no	AT1G71270;AT1G71300	[AT1G71270, Vps52 / Sac2 family ];[AT1G71300, Vps52 / Sac2 family ]	[AT1G71270, 1];[AT1G71300, 1]	[AT1G71270, 26868802,26868819,26868910,26869044,26869196];[AT1G71300, 26877237,26877254,26877348,26877482,26877654]	[AT1G71270, 26869270,26869372,26869429,26869513,26869669];[AT1G71300, 26877728,26877879,26877936,26878015,26878171]
259940_at	oligonucleotide	Arabidopsis thaliana	no	AT1G71290	F-box associated ubiquitination effector family protein	1	26872694	26873212
259941_s_at	oligonucleotide	Arabidopsis thaliana	no	AT1G71370;AT1G71280	[AT1G71370, DEA(D/H)-box RNA helicase family protein];[AT1G71280, DEA(D/H)-box RNA helicase family protein]	[AT1G71370, 1];[AT1G71280, 1]	[AT1G71370, 26897460,26897586,26897663,26897769];[AT1G71280, 26870487,26870613,26870690]	[AT1G71370, 26897867,26898055,26898131,26898240];[AT1G71280, 26870796,26870876,26870976]
259942_at	oligonucleotide	Arabidopsis thaliana	no	AT1G71260	WHIRLY 2	1	26861905,26861974,26862167,26862255,26862464,26862537,26862621	26862715,26862804,26862896,26862990,26863093,26863168,26863185
259943_at	oligonucleotide	Arabidopsis thaliana	no	AT1G71480	Nuclear transport factor 2 (NTF2) family protein	1	26932160,26932417,26932507,26932621,26932702	26932783,26932878,26932929,26933024,26933077
259944_at	oligonucleotide	Arabidopsis thaliana	no	AT1G71470	unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G22090.1); Has 11 Blast hits to 11 proteins in 3 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 10; Viruses - 0; Other Eukaryotes - 1 (source: NCBI BLink).	1	26930808,26930924	26931157,26931407
259945_at	oligonucleotide	Arabidopsis thaliana	no	AT1G71460	Pentatricopeptide repeat (PPR-like) superfamily protein	1	26928265	26928702
259946_at	oligonucleotide	Arabidopsis thaliana	no	AT1G71450	Integrase-type DNA-binding superfamily protein	1	26927233	26927543
259947_at	oligonucleotide	Arabidopsis thaliana	no	AT1G71530	Protein kinase superfamily protein	1	26941680,26942018	26942100,26942294
259948_at	oligonucleotide	Arabidopsis thaliana	no	AT1G71350	eukaryotic translation initiation factor SUI1 family protein	1	26888589,26888646	26888741,26889135
259949_at	oligonucleotide	Arabidopsis thaliana	no	AT1G71420	Tetratricopeptide repeat (TPR)-like superfamily protein	1	26917828	26918406
259950_at	oligonucleotide	Arabidopsis thaliana	no	AT1G71410	ARM repeat superfamily protein	1	26913100	26913657
259951_at	oligonucleotide	Arabidopsis thaliana	no	AT1G71490	Tetratricopeptide repeat (TPR)-like superfamily protein	1	26933445	26933909
259952_at	oligonucleotide	Arabidopsis thaliana	no	AT1G71400	receptor like protein 12	1	26911915	26912377
259953_at	oligonucleotide	Arabidopsis thaliana	no	AT1G74810	HCO3- transporter family	1	28110707,28110789,28110870	28111149,28111251,28111347
259954_at	oligonucleotide	Arabidopsis thaliana	no	AT1G75130	cytochrome P450, family 721, subfamily A, polypeptide 1	1	28200089,28200492	28200568,28200691
259955_s_at	oligonucleotide	Arabidopsis thaliana	no	AT1G75080;AT1G19350	[AT1G75080, Brassinosteroid signalling positive regulator (BZR1) family protein];[AT1G19350, Brassinosteroid signalling positive regulator (BZR1) family protein]	[AT1G75080, 1];[AT1G19350, 1]	[AT1G75080, 28186752];[AT1G19350, 6689854]	[AT1G75080, 28186853];[AT1G19350, 6689955]
259956_at	oligonucleotide	Arabidopsis thaliana	no	AT1G75110	Nucleotide-diphospho-sugar transferase family protein	1	28194359	28194946
259957_at	oligonucleotide	Arabidopsis thaliana	no	AT1G67890	PAS domain-containing protein tyrosine kinase family protein	1	25459974,25460014,25460145,25460243,25460759,25460824,25460931	25460980,25461065,25461146,25461584,25461678,25462307,25462420
259958_at	oligonucleotide	Arabidopsis thaliana	no	AT1G53730	STRUBBELIG-receptor family 6	1	20064552,20064570,20064656,20064788,20064869	20065002,20065095,20065251,20065329,20065469
259959_at	oligonucleotide	Arabidopsis thaliana	no	AT1G53720	cyclophilin 59	1	20058831,20058913	20059003,20059305
259960_at	oligonucleotide	Arabidopsis thaliana	no	AT1G53710	Calcineurin-like metallo-phosphoesterase superfamily protein	1	20053375,20053585,20053666,20053923,20054012,20054169,20054249,20054323	20054453,20054510,20054629,20054663,20054745,20054745,20054845,20054845
259961_at	oligonucleotide	Arabidopsis thaliana	no	AT1G53700	WAG 1	1	20049451	20049958
259962_at	oligonucleotide	Arabidopsis thaliana	no	AT1G53690	DNA directed RNA polymerase, 7 kDa subunit	1	20042842,20042952	20043278,20043343
259963_at	oligonucleotide	Arabidopsis thaliana	no	AT1G53660	nodulin MtN21 /EamA-like transporter family protein	1	20035127,20035301,20035481	20035740,20035834,20035944
259964_at	oligonucleotide	Arabidopsis thaliana	no	AT1G53680	glutathione S-transferase TAU 28	1	20038533,20038681	20038767,20039059
259965_at	oligonucleotide	Arabidopsis thaliana	no	AT1G53670	methionine sulfoxide reductase B 1	1	20036842,20036876,20037238,20037349,20037462	20037527,20037642,20037839,20038032,20038044
259966_at	oligonucleotide	Arabidopsis thaliana	no	AT1G76500	Predicted AT-hook DNA-binding family protein	1	28705843	28706220
259967_at	oligonucleotide	Arabidopsis thaliana	no	AT1G76510	ARID/BRIGHT DNA-binding domain-containing protein	1	28708932,28709022,28709106,28709198,28709414	28709464,28709650,28709716,28709990,28710029
259968_at	oligonucleotide	Arabidopsis thaliana	no	AT1G76530	Auxin efflux carrier family protein	1	28719485,28719522,28719614,28719714	28719815,28720068,28720150,28720245
259969_at	oligonucleotide	Arabidopsis thaliana	no	AT1G76550	Phosphofructokinase family protein	1	28722904,28723194,28723278,28723381	28723493,28723609,28723690,28723769
259970_at	oligonucleotide	Arabidopsis thaliana	no	AT1G76570	Chlorophyll A-B binding family protein	1	28730053,28730181,28730288	28730380,28730455,28730725
259971_at	oligonucleotide	Arabidopsis thaliana	no	AT1G76580	Squamosa promoter-binding protein-like (SBP domain) transcription factor family protein	1	28737812,28737967	28738044,28738418
259972_at	oligonucleotide	Arabidopsis thaliana	no	AT1G76420	NAC (No Apical Meristem) domain transcriptional regulator superfamily protein	1	28672042,28672553	28673224,28673266
259973_at	oligonucleotide	Arabidopsis thaliana	no	AT1G76630	Tetratricopeptide repeat (TPR)-like superfamily protein	1	28763992	28764473
259974_at	oligonucleotide	Arabidopsis thaliana	no	AT1G76430	phosphate transporter 1;9	1	28679131	28679688
259975_at	oligonucleotide	Arabidopsis thaliana	no	AT1G76470	NAD(P)-binding Rossmann-fold superfamily protein	1	28689958,28690099,28690176,28690365	28690471,28690642,28690760,28690861
259976_at	oligonucleotide	Arabidopsis thaliana	no	AT1G76560	CP12 domain-containing protein 3	1	28728295	28728671
259977_at	oligonucleotide	Arabidopsis thaliana	no	AT1G76590	PLATZ transcription factor family protein	1	28741137,28741181,28741268	28741483,28741586,28741847
259978_at	oligonucleotide	Arabidopsis thaliana	no	AT1G76540	cyclin-dependent kinase B2;1	1	28720554,28720649,28720729,28720867,28720956,28721025,28721126	28721219,28721311,28721422,28721536,28721597,28721689,28721712
259979_at	oligonucleotide	Arabidopsis thaliana	no	AT1G76600	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: N-terminal protein myristoylation; LOCATED IN: nucleolus, nucleus; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G21010.1); Has 220 Blast hits to 220 proteins in 14 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 220; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).	1	28747076	28747587
259980_at	oligonucleotide	Arabidopsis thaliana	no	AT1G76520	Auxin efflux carrier family protein	1	28716495,28716525,28716619,28716719	28716840,28717078,28717165,28717250
259981_at	oligonucleotide	Arabidopsis thaliana	no	AT1G76450	Photosystem II reaction center PsbP family protein	1	28685000,28685028,28685105,28685170,28685261,28685341,28685437,28685519	28685609,28685684,28685762,28685880,28685962,28686006,28686083,28686106
259982_at	oligonucleotide	Arabidopsis thaliana	no	AT1G76410	RING/U-box superfamily protein	1	28668928	28669472
259983_at	oligonucleotide	Arabidopsis thaliana	no	AT1G76490	hydroxy methylglutaryl CoA reductase 1	1	28697527,28697854	28697946,28698184
259984_at	oligonucleotide	Arabidopsis thaliana	no	AT1G76460	RNA-binding (RRM/RBD/RNP motifs) family protein	1	28687048,28687129,28687246,28687483	28687577,28687619,28687706,28687792
259985_at	oligonucleotide	Arabidopsis thaliana	no	AT1G76620	Protein of unknown function, DUF547	1	28758284,28758329,28758420,28758512	28758602,28758730,28758814,28759098
259986_at	oligonucleotide	Arabidopsis thaliana	no	AT1G75050	Pathogenesis-related thaumatin superfamily protein	1	28180601	28181046
259987_at	oligonucleotide	Arabidopsis thaliana	no	AT1G75030	thaumatin-like protein 3	1	28174788	28175222
259988_at	oligonucleotide	Arabidopsis thaliana	no	AT1G41797	transposable element gene	1	15560101	15560614
259989_at	oligonucleotide	Arabidopsis thaliana	no	AT1G41750	transposable element gene	1	15522178	15522436
259990_s_at	oligonucleotide	Arabidopsis thaliana	no	AT1G68050;AT5G42730;AT5G23410	[AT1G68050, flavin-binding, kelch repeat, f box 1];[AT5G42730, pseudogene similar to ACT domain-containing protein, similar to F-box family protein];[AT5G23410, FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; BEST Arabidopsis thaliana protein match is: FKF1 (FLAVIN-BINDING, KELCH REPEAT, F BOX 1); signal transducer/ two-component sensor/ ubiquitin-protein ligase (TAIR:AT1G68050.1); Has 53 Blast hits to 53 proteins in 8 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 53; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).]	[AT1G68050, 1];[AT5G42730, 5];[AT5G23410, 5]	[AT1G68050, 25510513];[AT5G42730, 17133892];[AT5G23410, 7885815]	[AT1G68050, 25510676];[AT5G42730, 17134055];[AT5G23410, 7885978]
259991_at	oligonucleotide	Arabidopsis thaliana	no	AT1G68040	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	1	25504535,25504760	25504877,25505213
259992_at	oligonucleotide	Arabidopsis thaliana	no	AT1G67970	heat shock transcription factor  A8	1	25484852	25485423
259993_at	oligonucleotide	Arabidopsis thaliana	no	AT1G67960	CONTAINS InterPro DOMAIN/s: Membrane protein,Tapt1/CMV receptor (InterPro:IPR008010); Has 447 Blast hits to 428 proteins in 176 species: Archae - 0; Bacteria - 0; Metazoa - 190; Fungi - 133; Plants - 49; Viruses - 0; Other Eukaryotes - 75 (source: NCBI BLink).	1	25480889,25481017,25481118,25481186,25481296	25481418,25481508,25481605,25481801,25481895
259994_at	oligonucleotide	Arabidopsis thaliana	no	AT1G68130	indeterminate(ID)-domain 14	1	25533738	25534273
259995_at	oligonucleotide	Arabidopsis thaliana	no	AT1G67930	Golgi transport complex protein-related	1	25474254	25474794
259996_at	oligonucleotide	Arabidopsis thaliana	no	AT1G67910	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 12 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G24577.1); Has 167 Blast hits to 167 proteins in 19 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 167; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).	1	25471559	25471756
259997_at	oligonucleotide	Arabidopsis thaliana	no	AT1G67880	beta-1,4-N-acetylglucosaminyltransferase family protein	1	25454107	25454664
259998_at	oligonucleotide	Arabidopsis thaliana	no	AT1G68120	basic pentacysteine 3	1	25526299	25526892
259999_at	oligonucleotide	Arabidopsis thaliana	no	AT1G68080	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	1	25518553,25518772	25518911,25519197
260000_at	oligonucleotide	Arabidopsis thaliana	no	AT1G68060	microtubule-associated proteins 70-1	1	25511408,25511431,25511523	25511710,25511792,25512140
260001_at	oligonucleotide	Arabidopsis thaliana	no	AT1G67990	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	1	25489699,25489735,25489818,25489962	25490048,25490179,25490465,25490744
260002_at	oligonucleotide	Arabidopsis thaliana	no	AT1G67940	non-intrinsic ABC protein 3	1	25478022,25478153	25478225,25478661
260003_at	oligonucleotide	Arabidopsis thaliana	no	AT1G68100	ZIP metal ion transporter family	1	25522762,25522800,25523090,25523236,25523358,25523465	25523554,25523655,25523735,25523779,25523877,25524029
260004_at	oligonucleotide	Arabidopsis thaliana	no	AT1G67860	unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G67865.1); Has 13 Blast hits to 13 proteins in 2 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 13; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).	1	25444964	25445176
260005_at	oligonucleotide	Arabidopsis thaliana	no	AT1G67920	unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G24600.1); Has 22 Blast hits to 22 proteins in 5 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 22; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).	1	25473741	25473934
260006_at	oligonucleotide	Arabidopsis thaliana	no	AT1G68000	phosphatidylinositol synthase 1	1	25491514,25491579,25491677,25491726,25491922,25491961,25492052,25492096	25492187,25492252,25492349,25492463,25492545,25492601,25492681,25492741
260007_at	oligonucleotide	Arabidopsis thaliana	no	AT1G67870	glycine-rich protein	1	25449610,25450105	25450617,25450679
260008_at	oligonucleotide	Arabidopsis thaliana	no	AT1G68070	Zinc finger, C3HC4 type (RING finger) family protein	1	25515441,25515573,25515657,25515815	25515895,25516027,25516105,25516164
260009_at	oligonucleotide	Arabidopsis thaliana	no	AT1G67950	RNA-binding (RRM/RBD/RNP motifs) family protein	1	25478885,25479375,25479446	25479529,25479607,25479627
260010_at	oligonucleotide	Arabidopsis thaliana	no	AT1G68020	UDP-Glycosyltransferase / trehalose-phosphatase family protein	1	25499048	25499585
260011_at	oligonucleotide	Arabidopsis thaliana	no	AT1G68110	ENTH/ANTH/VHS superfamily protein	1	25525445	25526013
260012_at	oligonucleotide	Arabidopsis thaliana	no	AT1G67865	unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G67860.1); Has 13 Blast hits to 13 proteins in 2 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 13; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).	1	25446487	25446676
260013_at	oligonucleotide	Arabidopsis thaliana	no	AT1G68090	annexin 5	1	25519463,25519645,25519718,25519807	25519893,25520108,25520175,25520250
260014_at	oligonucleotide	Arabidopsis thaliana	no	AT1G68010	hydroxypyruvate reductase	1	25494452,25494495,25494581,25494672,25494762,25494836,25494908	25495015,25495103,25495180,25495266,25495310,25495395,25495454
260015_at	oligonucleotide	Arabidopsis thaliana	no	AT1G67980	caffeoyl-CoA 3-O-methyltransferase	1	25488186,25488321,25488426	25488557,25488653,25488930
260016_at	oligonucleotide	Arabidopsis thaliana	no	AT1G41795	transposable element gene	1	15554576	15554921
260017_at	oligonucleotide	Arabidopsis thaliana	no	AT1G41810	transposable element gene	1	15579838,15580143,15580228	15580300,15580343,15580517
260018_at	oligonucleotide	Arabidopsis thaliana	no	AT1G41820	unknown protein; Has 46 Blast hits to 46 proteins in 21 species: Archae - 0; Bacteria - 6; Metazoa - 8; Fungi - 2; Plants - 5; Viruses - 1; Other Eukaryotes - 24 (source: NCBI BLink).	1	15582439,15582620,15582710	15582998,15583440,15583507
260019_at	oligonucleotide	Arabidopsis thaliana	no	AT1G41825	transposable element gene	1	15593617	15594139
260020_at	oligonucleotide	Arabidopsis thaliana	no	AT1G29990	prefoldin 6	1	10507666,10507741,10507836,10507906	10508026,10508026,10508150,10508150
260021_at	oligonucleotide	Arabidopsis thaliana	no	AT1G30010	Intron maturase, type II family protein	1	10514734	10515254
260022_at	oligonucleotide	Arabidopsis thaliana	no	AT1G30020	Protein of unknown function, DUF538	1	10515874	10516301
260023_at	oligonucleotide	Arabidopsis thaliana	no	AT1G30040	gibberellin 2-oxidase	1	10538508,10538730	10539301,10539563
260024_at	oligonucleotide	Arabidopsis thaliana	no	AT1G30080	Glycosyl hydrolase superfamily protein	1	10551247,10551317	10551740,10552307
260025_at	oligonucleotide	Arabidopsis thaliana	no	AT1G30070	SGS domain-containing protein	1	10546826,10546895,10546991,10547050	10547141,10547380,10547495,10547644
260026_at	oligonucleotide	Arabidopsis thaliana	no	AT1G29970	60S ribosomal protein L18A-1	1	10499997,10500011,10500120,10500234,10500819	10500894,10501004,10501054,10501137,10501286
260027_at	oligonucleotide	Arabidopsis thaliana	no	AT1G29952;AT1G29951;AT1G29950	[AT1G29952, conserved peptide upstream open reading frame 34];[AT1G29951, conserved peptide upstream open reading frame 35];[AT1G29950, basic helix-loop-helix (bHLH) DNA-binding superfamily protein]	[AT1G29952, 1];[AT1G29951, 1];[AT1G29950, 1]	[AT1G29952, 10493618];[AT1G29951, 10493618];[AT1G29950, 10493618]	[AT1G29952, 10494208];[AT1G29951, 10494208];[AT1G29950, 10494208]
